dexnumber, species, form, type1, type2, base catch rate, base flee rate, stamina, attack, defense, quick moves, charge moves, elite quick moves, elite charge moves, third move dust, third move candy, purify dust, purify candy
76,GOLEM,PURIFIED,POKEMON_TYPE_ROCK,POKEMON_TYPE_GROUND,0.125,0.05, 190, 211, 198, ROCK_THROW_FAST MUD_SLAP_FAST,STONE_EDGE ROCK_BLAST EARTHQUAKE ANCIENT_POWER, , , 8000,20, , 
76,GOLEM,SHADOW,POKEMON_TYPE_ROCK,POKEMON_TYPE_GROUND,0.05,0.05, 190, 211, 198, ROCK_THROW_FAST MUD_SLAP_FAST,STONE_EDGE ROCK_BLAST EARTHQUAKE ANCIENT_POWER, , , 12000,30, 1000, 1
77,PONYTA,,POKEMON_TYPE_FIRE,,0.4,0.1, 137, 170, 127, TACKLE_FAST EMBER_FAST,FLAME_CHARGE FLAME_WHEEL STOMP, , FIRE_BLAST, 50000,50, , 
77,PONYTA,GALARIAN,POKEMON_TYPE_PSYCHIC,,0.4,0.1, 137, 170, 127, LOW_KICK_FAST PSYCHO_CUT_FAST,PLAY_ROUGH PSYBEAM SWIFT, , , 50000,50, , 
77,PONYTA,NORMAL,POKEMON_TYPE_FIRE,,0.4,0.1, 137, 170, 127, TACKLE_FAST EMBER_FAST,FLAME_CHARGE FLAME_WHEEL STOMP, , FIRE_BLAST, 50000,50, , 
77,PONYTA,PURIFIED,POKEMON_TYPE_FIRE,,0.4,0.1, 137, 170, 127, TACKLE_FAST EMBER_FAST,FLAME_CHARGE FLAME_WHEEL STOMP, , FIRE_BLAST, 50000,50, , 
77,PONYTA,SHADOW,POKEMON_TYPE_FIRE,,0.05,0.1, 137, 170, 127, TACKLE_FAST EMBER_FAST,FLAME_CHARGE FLAME_WHEEL STOMP, , FIRE_BLAST, 50000,50, 3000, 3
78,RAPIDASH,,POKEMON_TYPE_FIRE,,0.15,0.06, 163, 207, 162, LOW_KICK_FAST FIRE_SPIN_FAST INCINERATE_FAST,FIRE_BLAST DRILL_RUN HEAT_WAVE FLAME_CHARGE, EMBER_FAST, , 50000,50, , 
78,RAPIDASH,GALARIAN,POKEMON_TYPE_PSYCHIC,POKEMON_TYPE_FAIRY,0.15,0.06, 163, 207, 162, LOW_KICK_FAST PSYCHO_CUT_FAST,PLAY_ROUGH PSYCHIC BODY_SLAM MEGAHORN, , , 50000,50, , 
78,RAPIDASH,NORMAL,POKEMON_TYPE_FIRE,,0.15,0.06, 163, 207, 162, LOW_KICK_FAST FIRE_SPIN_FAST INCINERATE_FAST,FIRE_BLAST DRILL_RUN HEAT_WAVE FLAME_CHARGE, EMBER_FAST, , 50000,50, , 
78,RAPIDASH,PURIFIED,POKEMON_TYPE_FIRE,,0.15,0.06, 163, 207, 162, LOW_KICK_FAST FIRE_SPIN_FAST INCINERATE_FAST,FIRE_BLAST DRILL_RUN HEAT_WAVE FLAME_CHARGE, EMBER_FAST, , 50000,50, , 
78,RAPIDASH,SHADOW,POKEMON_TYPE_FIRE,,0.15,0.06, 163, 207, 162, LOW_KICK_FAST FIRE_SPIN_FAST INCINERATE_FAST,FIRE_BLAST DRILL_RUN HEAT_WAVE FLAME_CHARGE, EMBER_FAST, , 50000,50, 3000, 3
79,SLOWPOKE,,POKEMON_TYPE_WATER,POKEMON_TYPE_PSYCHIC,0.5,0.1, 207, 109, 98, WATER_GUN_FAST CONFUSION_FAST,WATER_PULSE PSYSHOCK PSYCHIC, , , 50000,50, , 
79,SLOWPOKE,2020,POKEMON_TYPE_WATER,POKEMON_TYPE_PSYCHIC,0.5,0.1, 207, 109, 98, WATER_GUN_FAST CONFUSION_FAST,WATER_PULSE PSYSHOCK PSYCHIC, , , 50000,50, , 
79,SLOWPOKE,GALARIAN,POKEMON_TYPE_PSYCHIC,,0.5,0.1, 207, 109, 98, CONFUSION_FAST IRON_TAIL_FAST,SURF PSYSHOCK PSYCHIC, , , 50000,50, , 
79,SLOWPOKE,NORMAL,POKEMON_TYPE_WATER,POKEMON_TYPE_PSYCHIC,0.5,0.1, 207, 109, 98, WATER_GUN_FAST CONFUSION_FAST,WATER_PULSE PSYSHOCK PSYCHIC, , , 50000,50, , 
79,SLOWPOKE,PURIFIED,POKEMON_TYPE_WATER,POKEMON_TYPE_PSYCHIC,0.5,0.1, 207, 109, 98, WATER_GUN_FAST CONFUSION_FAST,WATER_PULSE PSYSHOCK PSYCHIC, , , 40000,40, , 
79,SLOWPOKE,SHADOW,POKEMON_TYPE_WATER,POKEMON_TYPE_PSYCHIC,0.05,0.1, 207, 109, 98, WATER_GUN_FAST CONFUSION_FAST,WATER_PULSE PSYSHOCK PSYCHIC, , , 60000,60, 3000, 3
80,SLOWBRO,,POKEMON_TYPE_WATER,POKEMON_TYPE_PSYCHIC,0.2,0.06, 216, 177, 180, WATER_GUN_FAST CONFUSION_FAST,WATER_PULSE PSYCHIC ICE_BEAM, , , 50000,50, , 
80,SLOWBRO,MEGA,POKEMON_TYPE_WATER,POKEMON_TYPE_PSYCHIC,0.2,0.06, 216, 224, 259, WATER_GUN_FAST CONFUSION_FAST,WATER_PULSE PSYCHIC ICE_BEAM, , , 50000,50, , 
80,SLOWBRO,2021,POKEMON_TYPE_WATER,POKEMON_TYPE_PSYCHIC,0.2,0.06, 216, 177, 180, WATER_GUN_FAST CONFUSION_FAST,WATER_PULSE PSYCHIC ICE_BEAM, , , 50000,50, , 
80,SLOWBRO,GALARIAN,POKEMON_TYPE_POISON,POKEMON_TYPE_PSYCHIC,0.2,0.06, 216, 182, 156, CONFUSION_FAST POISON_JAB_FAST,FOCUS_BLAST PSYCHIC SLUDGE_BOMB, , , 50000,50, , 
80,SLOWBRO,NORMAL,POKEMON_TYPE_WATER,POKEMON_TYPE_PSYCHIC,0.2,0.06, 216, 177, 180, WATER_GUN_FAST CONFUSION_FAST,WATER_PULSE PSYCHIC ICE_BEAM, , , 50000,50, , 
80,SLOWBRO,PURIFIED,POKEMON_TYPE_WATER,POKEMON_TYPE_PSYCHIC,0.2,0.06, 216, 177, 180, WATER_GUN_FAST CONFUSION_FAST,WATER_PULSE PSYCHIC ICE_BEAM, , , 40000,40, , 
80,SLOWBRO,SHADOW,POKEMON_TYPE_WATER,POKEMON_TYPE_PSYCHIC,0.05,0.06, 216, 177, 180, WATER_GUN_FAST CONFUSION_FAST,WATER_PULSE PSYCHIC ICE_BEAM, , , 60000,60, 3000, 3
81,MAGNEMITE,,POKEMON_TYPE_ELECTRIC,POKEMON_TYPE_STEEL,0.5,0.1, 93, 165, 121, SPARK_FAST THUNDER_SHOCK_FAST,DISCHARGE MAGNET_BOMB THUNDERBOLT, , , 50000,50, , 
81,MAGNEMITE,NORMAL,POKEMON_TYPE_ELECTRIC,POKEMON_TYPE_STEEL,0.5,0.1, 93, 165, 121, SPARK_FAST THUNDER_SHOCK_FAST,DISCHARGE MAGNET_BOMB THUNDERBOLT, , , 50000,50, , 
81,MAGNEMITE,PURIFIED,POKEMON_TYPE_ELECTRIC,POKEMON_TYPE_STEEL,0.5,0.1, 93, 165, 121, SPARK_FAST THUNDER_SHOCK_FAST,DISCHARGE MAGNET_BOMB THUNDERBOLT, , , 40000,40, , 
81,MAGNEMITE,SHADOW,POKEMON_TYPE_ELECTRIC,POKEMON_TYPE_STEEL,0.05,0.1, 93, 165, 121, SPARK_FAST THUNDER_SHOCK_FAST,DISCHARGE MAGNET_BOMB THUNDERBOLT, , , 60000,60, 3000, 3
82,MAGNETON,,POKEMON_TYPE_ELECTRIC,POKEMON_TYPE_STEEL,0.2,0.06, 137, 223, 169, SPARK_FAST CHARGE_BEAM_FAST THUNDER_SHOCK_FAST,ZAP_CANNON MAGNET_BOMB FLASH_CANNON DISCHARGE, , , 50000,50, , 
82,MAGNETON,NORMAL,POKEMON_TYPE_ELECTRIC,POKEMON_TYPE_STEEL,0.2,0.06, 137, 223, 169, SPARK_FAST CHARGE_BEAM_FAST THUNDER_SHOCK_FAST,ZAP_CANNON MAGNET_BOMB FLASH_CANNON DISCHARGE, , , 50000,50, , 
82,MAGNETON,PURIFIED,POKEMON_TYPE_ELECTRIC,POKEMON_TYPE_STEEL,0.2,0.06, 137, 223, 169, SPARK_FAST CHARGE_BEAM_FAST THUNDER_SHOCK_FAST,ZAP_CANNON MAGNET_BOMB FLASH_CANNON DISCHARGE, , , 40000,40, , 
82,MAGNETON,SHADOW,POKEMON_TYPE_ELECTRIC,POKEMON_TYPE_STEEL,0.05,0.06, 137, 223, 169, SPARK_FAST CHARGE_BEAM_FAST THUNDER_SHOCK_FAST,ZAP_CANNON MAGNET_BOMB FLASH_CANNON DISCHARGE, , , 60000,60, 3000, 3
83,FARFETCHD,,POKEMON_TYPE_NORMAL,POKEMON_TYPE_FLYING,0.3,0.09, 141, 124, 115, AIR_SLASH_FAST FURY_CUTTER_FAST,AERIAL_ACE AIR_CUTTER LEAF_BLADE, CUT_FAST, , 50000,50, , 
83,FARFETCHD,GALARIAN,POKEMON_TYPE_FIGHTING,,0.3,0.09, 141, 174, 114, ROCK_SMASH_FAST FURY_CUTTER_FAST,BRICK_BREAK BRAVE_BIRD LEAF_BLADE, , , 50000,50, , 
83,FARFETCHD,NORMAL,POKEMON_TYPE_NORMAL,POKEMON_TYPE_FLYING,0.3,0.09, 141, 124, 115, AIR_SLASH_FAST FURY_CUTTER_FAST,AERIAL_ACE AIR_CUTTER LEAF_BLADE, CUT_FAST, , 50000,50, , 
83,FARFETCHD,PURIFIED,POKEMON_TYPE_NORMAL,POKEMON_TYPE_FLYING,0.3,0.09, 141, 124, 115, AIR_SLASH_FAST FURY_CUTTER_FAST,AERIAL_ACE AIR_CUTTER LEAF_BLADE, CUT_FAST, , 50000,50, , 
83,FARFETCHD,SHADOW,POKEMON_TYPE_NORMAL,POKEMON_TYPE_FLYING,0.05,0.09, 141, 124, 115, AIR_SLASH_FAST FURY_CUTTER_FAST,AERIAL_ACE AIR_CUTTER LEAF_BLADE, CUT_FAST, , 50000,50, 3000, 3
84,DODUO,,POKEMON_TYPE_NORMAL,POKEMON_TYPE_FLYING,0.5,0.1, 111, 158, 83, PECK_FAST QUICK_ATTACK_FAST,DRILL_PECK AERIAL_ACE BRAVE_BIRD, , SWIFT, 50000,50, , 
85,DODRIO,,POKEMON_TYPE_NORMAL,POKEMON_TYPE_FLYING,0.2,0.06, 155, 218, 140, FEINT_ATTACK_FAST STEEL_WING_FAST,DRILL_PECK AERIAL_ACE BRAVE_BIRD, , AIR_CUTTER, 50000,50, , 
86,SEEL,,POKEMON_TYPE_WATER,,0.5,0.09, 163, 85, 121, ICE_SHARD_FAST LICK_FAST,AURORA_BEAM ICY_WIND AQUA_TAIL, WATER_GUN_FAST, AQUA_JET, 50000,50, , 
87,DEWGONG,,POKEMON_TYPE_WATER,POKEMON_TYPE_ICE,0.2,0.06, 207, 139, 177, FROST_BREATH_FAST IRON_TAIL_FAST,AURORA_BEAM WATER_PULSE BLIZZARD, ICE_SHARD_FAST, AQUA_JET ICY_WIND, 50000,50, , 
88,GRIMER,,POKEMON_TYPE_POISON,,0.5,0.1, 190, 135, 90, POISON_JAB_FAST MUD_SLAP_FAST,SLUDGE MUD_BOMB SLUDGE_BOMB, , , 50000,50, , 
88,GRIMER,ALOLA,POKEMON_TYPE_POISON,POKEMON_TYPE_DARK,0.5,0.1, 190, 135, 90, POISON_JAB_FAST BITE_FAST,CRUNCH GUNK_SHOT SLUDGE_BOMB, , , 50000,50, , 
88,GRIMER,NORMAL,POKEMON_TYPE_POISON,,0.5,0.1, 190, 135, 90, POISON_JAB_FAST MUD_SLAP_FAST,SLUDGE MUD_BOMB SLUDGE_BOMB, , , 50000,50, , 
88,GRIMER,PURIFIED,POKEMON_TYPE_POISON,,0.5,0.1, 190, 135, 90, POISON_JAB_FAST MUD_SLAP_FAST,SLUDGE MUD_BOMB SLUDGE_BOMB, , , 40000,40, , 
88,GRIMER,SHADOW,POKEMON_TYPE_POISON,,0.05,0.1, 190, 135, 90, POISON_JAB_FAST MUD_SLAP_FAST,SLUDGE MUD_BOMB SLUDGE_BOMB, , , 60000,60, 3000, 3
89,MUK,,POKEMON_TYPE_POISON,,0.2,0.06, 233, 190, 172, INFESTATION_FAST POISON_JAB_FAST,DARK_PULSE GUNK_SHOT SLUDGE_WAVE THUNDER_PUNCH ACID_SPRAY, LICK_FAST, , 50000,50, , 
89,MUK,ALOLA,POKEMON_TYPE_POISON,POKEMON_TYPE_DARK,0.2,0.06, 233, 190, 172, BITE_FAST POISON_JAB_FAST SNARL_FAST,DARK_PULSE GUNK_SHOT SLUDGE_WAVE ACID_SPRAY, , , 50000,50, , 
89,MUK,NORMAL,POKEMON_TYPE_POISON,,0.2,0.06, 233, 190, 172, INFESTATION_FAST POISON_JAB_FAST,DARK_PULSE GUNK_SHOT SLUDGE_WAVE THUNDER_PUNCH ACID_SPRAY, LICK_FAST, , 50000,50, , 
89,MUK,PURIFIED,POKEMON_TYPE_POISON,,0.2,0.06, 233, 190, 172, INFESTATION_FAST POISON_JAB_FAST,DARK_PULSE GUNK_SHOT SLUDGE_WAVE THUNDER_PUNCH ACID_SPRAY, LICK_FAST, , 40000,40, , 
89,MUK,SHADOW,POKEMON_TYPE_POISON,,0.05,0.06, 233, 190, 172, INFESTATION_FAST POISON_JAB_FAST,DARK_PULSE GUNK_SHOT SLUDGE_WAVE THUNDER_PUNCH ACID_SPRAY, LICK_FAST, , 60000,60, 3000, 3
90,SHELLDER,,POKEMON_TYPE_WATER,,0.5,0.1, 102, 116, 134, ICE_SHARD_FAST TACKLE_FAST,BUBBLE_BEAM WATER_PULSE ICY_WIND, , , 50000,50, , 
90,SHELLDER,NORMAL,POKEMON_TYPE_WATER,,0.5,0.1, 102, 116, 134, ICE_SHARD_FAST TACKLE_FAST,BUBBLE_BEAM WATER_PULSE ICY_WIND, , , 50000,50, , 
90,SHELLDER,PURIFIED,POKEMON_TYPE_WATER,,0.5,0.1, 102, 116, 134, ICE_SHARD_FAST TACKLE_FAST,BUBBLE_BEAM WATER_PULSE ICY_WIND, , , 40000,40, , 
90,SHELLDER,SHADOW,POKEMON_TYPE_WATER,,0.05,0.1, 102, 116, 134, ICE_SHARD_FAST TACKLE_FAST,BUBBLE_BEAM WATER_PULSE ICY_WIND, , , 60000,60, 3000, 3
91,CLOYSTER,,POKEMON_TYPE_WATER,POKEMON_TYPE_ICE,0.2,0.06, 137, 186, 256, FROST_BREATH_FAST ICE_SHARD_FAST,AURORA_BEAM HYDRO_PUMP AVALANCHE ICY_WIND, , BLIZZARD, 50000,50, , 
91,CLOYSTER,NORMAL,POKEMON_TYPE_WATER,POKEMON_TYPE_ICE,0.2,0.06, 137, 186, 256, FROST_BREATH_FAST ICE_SHARD_FAST,AURORA_BEAM HYDRO_PUMP AVALANCHE ICY_WIND, , BLIZZARD, 50000,50, , 
91,CLOYSTER,PURIFIED,POKEMON_TYPE_WATER,POKEMON_TYPE_ICE,0.2,0.06, 137, 186, 256, FROST_BREATH_FAST ICE_SHARD_FAST,AURORA_BEAM HYDRO_PUMP AVALANCHE ICY_WIND, , BLIZZARD, 40000,40, , 
91,CLOYSTER,SHADOW,POKEMON_TYPE_WATER,POKEMON_TYPE_ICE,0.05,0.06, 137, 186, 256, FROST_BREATH_FAST ICE_SHARD_FAST,AURORA_BEAM HYDRO_PUMP AVALANCHE ICY_WIND, , BLIZZARD, 60000,60, 3000, 3
92,GASTLY,,POKEMON_TYPE_GHOST,POKEMON_TYPE_POISON,0.4,0.1, 102, 186, 67, LICK_FAST ASTONISH_FAST,NIGHT_SHADE DARK_PULSE SLUDGE_BOMB, SUCKER_PUNCH_FAST, OMINOUS_WIND, 50000,50, , 
93,HAUNTER,,POKEMON_TYPE_GHOST,POKEMON_TYPE_POISON,0.2,0.07, 128, 223, 107, SHADOW_CLAW_FAST ASTONISH_FAST,SHADOW_PUNCH DARK_PULSE SLUDGE_BOMB SHADOW_BALL, LICK_FAST, , 50000,50, , 
94,GENGAR,,POKEMON_TYPE_GHOST,POKEMON_TYPE_POISON,0.1,0.05, 155, 261, 149, SUCKER_PUNCH_FAST HEX_FAST SHADOW_CLAW_FAST,SHADOW_BALL FOCUS_BLAST SLUDGE_BOMB, LICK_FAST, SLUDGE_WAVE DARK_PULSE PSYCHIC SHADOW_PUNCH, 50000,50, , 
94,GENGAR,MEGA,POKEMON_TYPE_GHOST,POKEMON_TYPE_POISON,0.1,0.05, 155, 349, 199, SUCKER_PUNCH_FAST HEX_FAST SHADOW_CLAW_FAST,SHADOW_BALL FOCUS_BLAST SLUDGE_BOMB, LICK_FAST, SLUDGE_WAVE DARK_PULSE PSYCHIC SHADOW_PUNCH, 50000,50, , 
94,GENGAR,COSTUME_2020,POKEMON_TYPE_GHOST,POKEMON_TYPE_POISON,0.1,0.05, 155, 261, 149, SUCKER_PUNCH_FAST HEX_FAST SHADOW_CLAW_FAST,SHADOW_BALL FOCUS_BLAST SLUDGE_BOMB, LICK_FAST, SLUDGE_WAVE DARK_PULSE PSYCHIC SHADOW_PUNCH, 50000,50, , 
94,GENGAR,NORMAL,POKEMON_TYPE_GHOST,POKEMON_TYPE_POISON,0.1,0.05, 155, 261, 149, SUCKER_PUNCH_FAST HEX_FAST SHADOW_CLAW_FAST,SHADOW_BALL FOCUS_BLAST SLUDGE_BOMB, LICK_FAST, SLUDGE_WAVE DARK_PULSE PSYCHIC SHADOW_PUNCH, 50000,50, , 
95,ONIX,,POKEMON_TYPE_ROCK,POKEMON_TYPE_GROUND,0.2,0.09, 111, 85, 232, ROCK_THROW_FAST TACKLE_FAST,SAND_TOMB STONE_EDGE HEAVY_SLAM, , IRON_HEAD ROCK_SLIDE, 75000,75, , 
95,ONIX,NORMAL,POKEMON_TYPE_ROCK,POKEMON_TYPE_GROUND,0.2,0.09, 111, 85, 232, ROCK_THROW_FAST TACKLE_FAST,SAND_TOMB STONE_EDGE HEAVY_SLAM, , IRON_HEAD ROCK_SLIDE, 75000,75, , 
95,ONIX,PURIFIED,POKEMON_TYPE_ROCK,POKEMON_TYPE_GROUND,0.2,0.09, 111, 85, 232, ROCK_THROW_FAST TACKLE_FAST,SAND_TOMB STONE_EDGE HEAVY_SLAM, , IRON_HEAD ROCK_SLIDE, 60000,60, , 
95,ONIX,SHADOW,POKEMON_TYPE_ROCK,POKEMON_TYPE_GROUND,0.05,0.09, 111, 85, 232, ROCK_THROW_FAST TACKLE_FAST,SAND_TOMB STONE_EDGE HEAVY_SLAM, , IRON_HEAD ROCK_SLIDE, 90000,90, 5000, 5
96,DROWZEE,,POKEMON_TYPE_PSYCHIC,,0.5,0.1, 155, 89, 136, POUND_FAST CONFUSION_FAST,PSYBEAM PSYSHOCK PSYCHIC, , , 50000,50, , 
96,DROWZEE,NORMAL,POKEMON_TYPE_PSYCHIC,,0.5,0.1, 155, 89, 136, POUND_FAST CONFUSION_FAST,PSYBEAM PSYSHOCK PSYCHIC, , , 50000,50, , 
96,DROWZEE,PURIFIED,POKEMON_TYPE_PSYCHIC,,0.5,0.1, 155, 89, 136, POUND_FAST CONFUSION_FAST,PSYBEAM PSYSHOCK PSYCHIC, , , 40000,40, , 
96,DROWZEE,SHADOW,POKEMON_TYPE_PSYCHIC,,0.05,0.1, 155, 89, 136, POUND_FAST CONFUSION_FAST,PSYBEAM PSYSHOCK PSYCHIC, , , 60000,60, 3000, 3
97,HYPNO,,POKEMON_TYPE_PSYCHIC,,0.2,0.06, 198, 144, 193, ZEN_HEADBUTT_FAST CONFUSION_FAST,FUTURESIGHT PSYCHIC FOCUS_BLAST FIRE_PUNCH ICE_PUNCH THUNDER_PUNCH SHADOW_BALL, , PSYSHOCK, 50000,50, , 
97,HYPNO,NORMAL,POKEMON_TYPE_PSYCHIC,,0.2,0.06, 198, 144, 193, ZEN_HEADBUTT_FAST CONFUSION_FAST,FUTURESIGHT PSYCHIC FOCUS_BLAST FIRE_PUNCH ICE_PUNCH THUNDER_PUNCH SHADOW_BALL, , PSYSHOCK, 50000,50, , 
97,HYPNO,PURIFIED,POKEMON_TYPE_PSYCHIC,,0.2,0.06, 198, 144, 193, ZEN_HEADBUTT_FAST CONFUSION_FAST,FUTURESIGHT PSYCHIC FOCUS_BLAST FIRE_PUNCH ICE_PUNCH THUNDER_PUNCH SHADOW_BALL, , PSYSHOCK, 40000,40, , 
97,HYPNO,SHADOW,POKEMON_TYPE_PSYCHIC,,0.05,0.06, 198, 144, 193, ZEN_HEADBUTT_FAST CONFUSION_FAST,FUTURESIGHT PSYCHIC FOCUS_BLAST FIRE_PUNCH ICE_PUNCH THUNDER_PUNCH SHADOW_BALL, , PSYSHOCK, 60000,60, 3000, 3
98,KRABBY,,POKEMON_TYPE_WATER,,0.5,0.15, 102, 181, 124, BUBBLE_FAST MUD_SHOT_FAST,VICE_GRIP BUBBLE_BEAM WATER_PULSE, , , 50000,50, , 
98,KRABBY,NORMAL,POKEMON_TYPE_WATER,,0.5,0.15, 102, 181, 124, BUBBLE_FAST MUD_SHOT_FAST,VICE_GRIP BUBBLE_BEAM WATER_PULSE, , , 50000,50, , 
98,KRABBY,PURIFIED,POKEMON_TYPE_WATER,,0.5,0.15, 102, 181, 124, BUBBLE_FAST MUD_SHOT_FAST,VICE_GRIP BUBBLE_BEAM WATER_PULSE, , , 40000,40, , 
98,KRABBY,SHADOW,POKEMON_TYPE_WATER,,0.05,0.15, 102, 181, 124, BUBBLE_FAST MUD_SHOT_FAST,VICE_GRIP BUBBLE_BEAM WATER_PULSE, , , 60000,60, 3000, 3
99,KINGLER,,POKEMON_TYPE_WATER,,0.2,0.07, 146, 240, 181, BUBBLE_FAST METAL_CLAW_FAST,VICE_GRIP X_SCISSOR WATER_PULSE CRABHAMMER, MUD_SHOT_FAST, , 50000,50, , 
99,KINGLER,NORMAL,POKEMON_TYPE_WATER,,0.2,0.07, 146, 240, 181, BUBBLE_FAST METAL_CLAW_FAST,VICE_GRIP X_SCISSOR WATER_PULSE CRABHAMMER, MUD_SHOT_FAST, , 50000,50, , 
99,KINGLER,PURIFIED,POKEMON_TYPE_WATER,,0.2,0.07, 146, 240, 181, BUBBLE_FAST METAL_CLAW_FAST,VICE_GRIP X_SCISSOR WATER_PULSE CRABHAMMER, MUD_SHOT_FAST, , 40000,40, , 
99,KINGLER,SHADOW,POKEMON_TYPE_WATER,,0.05,0.07, 146, 240, 181, BUBBLE_FAST METAL_CLAW_FAST,VICE_GRIP X_SCISSOR WATER_PULSE CRABHAMMER, MUD_SHOT_FAST, , 60000,60, 3000, 3
100,VOLTORB,,POKEMON_TYPE_ELECTRIC,,0.5,0.1, 120, 109, 111, SPARK_FAST TACKLE_FAST,DISCHARGE THUNDERBOLT GYRO_BALL, , SIGNAL_BEAM, 50000,50, , 
101,ELECTRODE,,POKEMON_TYPE_ELECTRIC,,0.2,0.06, 155, 173, 173, SPARK_FAST VOLT_SWITCH_FAST,DISCHARGE THUNDERBOLT HYPER_BEAM FOUL_PLAY, TACKLE_FAST, , 50000,50, , 
102,EXEGGCUTE,,POKEMON_TYPE_GRASS,POKEMON_TYPE_PSYCHIC,0.5,0.1, 155, 107, 125, CONFUSION_FAST BULLET_SEED_FAST,SEED_BOMB PSYCHIC ANCIENT_POWER, , , 50000,50, , 
102,EXEGGCUTE,NORMAL,POKEMON_TYPE_GRASS,POKEMON_TYPE_PSYCHIC,0.5,0.1, 155, 107, 125, CONFUSION_FAST BULLET_SEED_FAST,SEED_BOMB PSYCHIC ANCIENT_POWER, , , 50000,50, , 
102,EXEGGCUTE,PURIFIED,POKEMON_TYPE_GRASS,POKEMON_TYPE_PSYCHIC,0.5,0.1, 155, 107, 125, CONFUSION_FAST BULLET_SEED_FAST,SEED_BOMB PSYCHIC ANCIENT_POWER, , , 40000,40, , 
102,EXEGGCUTE,SHADOW,POKEMON_TYPE_GRASS,POKEMON_TYPE_PSYCHIC,0.05,0.1, 155, 107, 125, CONFUSION_FAST BULLET_SEED_FAST,SEED_BOMB PSYCHIC ANCIENT_POWER, , , 60000,60, 3000, 3
103,EXEGGUTOR,,POKEMON_TYPE_GRASS,POKEMON_TYPE_PSYCHIC,0.2,0.06, 216, 233, 149, BULLET_SEED_FAST EXTRASENSORY_FAST CONFUSION_FAST,SEED_BOMB PSYCHIC SOLAR_BEAM, ZEN_HEADBUTT_FAST, , 50000,50, , 
103,EXEGGUTOR,ALOLA,POKEMON_TYPE_GRASS,POKEMON_TYPE_DRAGON,0.2,0.06, 216, 230, 153, BULLET_SEED_FAST DRAGON_TAIL_FAST,SEED_BOMB DRAGON_PULSE SOLAR_BEAM, , , 50000,50, , 
103,EXEGGUTOR,NORMAL,POKEMON_TYPE_GRASS,POKEMON_TYPE_PSYCHIC,0.2,0.06, 216, 233, 149, BULLET_SEED_FAST EXTRASENSORY_FAST CONFUSION_FAST,SEED_BOMB PSYCHIC SOLAR_BEAM, ZEN_HEADBUTT_FAST, , 50000,50, , 
103,EXEGGUTOR,PURIFIED,POKEMON_TYPE_GRASS,POKEMON_TYPE_PSYCHIC,0.2,0.06, 216, 233, 149, BULLET_SEED_FAST EXTRASENSORY_FAST CONFUSION_FAST,SEED_BOMB PSYCHIC SOLAR_BEAM, ZEN_HEADBUTT_FAST, , 40000,40, , 
103,EXEGGUTOR,SHADOW,POKEMON_TYPE_GRASS,POKEMON_TYPE_PSYCHIC,0.05,0.06, 216, 233, 149, BULLET_SEED_FAST EXTRASENSORY_FAST CONFUSION_FAST,SEED_BOMB PSYCHIC SOLAR_BEAM, ZEN_HEADBUTT_FAST, , 60000,60, 3000, 3
104,CUBONE,,POKEMON_TYPE_GROUND,,0.4,0.1, 137, 90, 144, MUD_SLAP_FAST ROCK_SMASH_FAST,BONE_CLUB DIG BULLDOZE, , , 50000,50, , 
104,CUBONE,NORMAL,POKEMON_TYPE_GROUND,,0.4,0.1, 137, 90, 144, MUD_SLAP_FAST ROCK_SMASH_FAST,BONE_CLUB DIG BULLDOZE, , , 50000,50, , 
104,CUBONE,PURIFIED,POKEMON_TYPE_GROUND,,0.4,0.1, 137, 90, 144, MUD_SLAP_FAST ROCK_SMASH_FAST,BONE_CLUB DIG BULLDOZE, , , 40000,40, , 
104,CUBONE,SHADOW,POKEMON_TYPE_GROUND,,0.05,0.1, 137, 90, 144, MUD_SLAP_FAST ROCK_SMASH_FAST,BONE_CLUB DIG BULLDOZE, , , 60000,60, 3000, 3
105,MAROWAK,,POKEMON_TYPE_GROUND,,0.15,0.06, 155, 144, 186, MUD_SLAP_FAST ROCK_SMASH_FAST,BONE_CLUB DIG EARTHQUAKE, , , 50000,50, , 
105,MAROWAK,ALOLA,POKEMON_TYPE_FIRE,POKEMON_TYPE_GHOST,0.15,0.06, 155, 144, 186, HEX_FAST ROCK_SMASH_FAST FIRE_SPIN_FAST,BONE_CLUB SHADOW_BALL FIRE_BLAST FLAME_WHEEL, , SHADOW_BONE, 50000,50, , 
105,MAROWAK,NORMAL,POKEMON_TYPE_GROUND,,0.15,0.06, 155, 144, 186, MUD_SLAP_FAST ROCK_SMASH_FAST,BONE_CLUB DIG EARTHQUAKE, , , 50000,50, , 
105,MAROWAK,PURIFIED,POKEMON_TYPE_GROUND,,0.15,0.06, 155, 144, 186, MUD_SLAP_FAST ROCK_SMASH_FAST,BONE_CLUB DIG EARTHQUAKE, , , 40000,40, , 
105,MAROWAK,SHADOW,POKEMON_TYPE_GROUND,,0.05,0.06, 155, 144, 186, MUD_SLAP_FAST ROCK_SMASH_FAST,BONE_CLUB DIG EARTHQUAKE, , , 60000,60, 3000, 3
106,HITMONLEE,,POKEMON_TYPE_FIGHTING,,0.2,0.09, 137, 224, 181, LOW_KICK_FAST ROCK_SMASH_FAST,CLOSE_COMBAT LOW_SWEEP STONE_EDGE, , STOMP BRICK_BREAK, 75000,75, , 
